,DateReopened,DateClosed,Property,PropertyType,Status,Jurisdiction,Article
840,27 May 2020,17 Mar 2020,Riverwind Casino,Indian Casino,Open,Oklahoma,Chickasaw Nation casinos to open May 27
841,27 May 2020,17 Mar 2020,SaltCreek Casino,Indian Casino,Open,Oklahoma,Chickasaw Nation casinos to open May 27
842,27 May 2020,17 Mar 2020,Sam's Town Hotel & Casino Shreveport,Commercial Casino,Open,Louisiana,Boyd Gaming begins casino and racetrack reopening process
843,27 May 2020,29 Mar 2020,Sanford-Orlando Kennel Club,Dog Track,Open,Florida,Sanford-Orlando Kennel Club reopening
844,27 May 2020,18 Mar 2020,Soboba Casino Resort,Indian Casino,Open,California,California casinos approach reopening dates
845,27 May 2020,17 Mar 2020,Texoma Casino,Indian Casino,Open,Oklahoma,Texoma Casino and Ada Gaming Center reopened yesterday
846,27 May 2020,17 Mar 2020,The Artesian Hotel Casino & Spa,Indian Casino,Open,Oklahoma,Chickasaw Nation casinos to open May 27
847,27 May 2020,19 Mar 2020,The Thunderbird,Indian Casino,Open,Wisconsin,Thunderbird Casino reopens
848,27 May 2020,17 Mar 2020,Tishomingo Tobacco and Gaming,Indian Casino,Open,Oklahoma,Chickasaw Nation casinos to open May 27
849,27 May 2020,17 Mar 2020,Treasure Valley Casino & Hotel,Indian Casino,Open,Oklahoma,Treasure Valley Casino is now reopened
850,27 May 2020,16 Mar 2020,Washita Casino,Indian Casino,Open,Oklahoma,Chickasaw Nation casinos to open May 27
851,27 May 2020,17 Mar 2020,WinStar World Casino and Resort,Indian Casino,Open,Oklahoma,Chickasaw Nation casinos to open May 27
852,26 May 2020,17 Mar 2020,Grants Pass Poker Room,Card Room,Open,Oregon,
853,26 May 2020,19 Mar 2020,Gun Barrel Bingo,Bingo Hall,Open,Texas,Gun Barrel Bingo reopens
854,26 May 2020,18 Mar 2020,I-30 Bingo,Bingo Hall,Open,Texas,Team Bingo updates reopening status for all locations
855,26 May 2020,18 Mar 2020,Little Six Casino,Indian Casino,Open,Minnesota,Little Six and Mystic Lake Casino to reopen on 26 May
856,26 May 2020,17 Mar 2020,Muckleshoot Casino,Indian Casino,Open,Washington,Muckleshoot Casino to reopen on 26 May
857,26 May 2020,17 Mar 2020,Muckleshoot Indian Bingo,Indian Casino,Open,Washington,Muckleshoot Casino to reopen on 26 May
858,26 May 2020,18 Mar 2020,Mystic Lake Casino Hotel,Indian Casino,Open,Minnesota,Little Six and Mystic Lake Casino to reopen on 26 May
859,26 May 2020,21 Mar 2020,North Star Mohican Casino Resort,Indian Casino,Open,Wisconsin,North Star Mohican Casino Resort reopens on 26 May
860,26 May 2020,21 Mar 2020,Oneida Casino,Indian Casino,Open,Wisconsin,Oneida Casinos to reopen on 26 May with slots only
861,26 May 2020,21 Mar 2020,Oneida IMAC Casino,Indian Casino,Open,Wisconsin,Oneida Casinos to reopen on 26 May with slots only
862,26 May 2020,21 Mar 2020,Oneida Mason Street Casino,Indian Casino,Open,Wisconsin,Oneida Casinos to reopen on 26 May with slots only
863,26 May 2020,17 Mar 2020,Pub 1755,Off-Track Betting Facility,Open,New Brunswick,Pub 1755 reopens
864,26 May 2020,16 Mar 2020,Quil Ceda Creek Nightclub & Casino,Indian Casino,Open,Washington,Tulalip Resort Casino and Quil Ceda Creek Casino to reopen
865,26 May 2020,18 Mar 2020,Quinault Beach Resort & Casino,Indian Casino,Open,Washington,Quinault Beach Resort and Casino to begin phased reopening next week
866,26 May 2020,27 Mar 2020,Santa Anita Park,Horse Track,Racing without Spectators,California,
867,26 May 2020,18 Mar 2020,Shoalwater Bay Casino,Indian Casino,Open,Washington,Shoalwater Bay Casino to begin phased reopening
868,26 May 2020,16 Mar 2020,Tulalip Resort Casino,Indian Casino,Open,Washington,Tulalip Resort Casino and Quil Ceda Creek Casino to reopen
869,25 May 2020,17 Mar 2020,Gold Strike Casino Resort,Commercial Casino,Open,Mississippi,Gold Strike Casino Resort reopens Monday
870,25 May 2020,13 Mar 2020,Gretna Bingo Palace,Bingo Hall,Open,Louisiana,Gretna Bingo Palace reopens
871,25 May 2020,17 Mar 2020,Hollywood Casino at Kansas Speedway,Commercial Casino,Open,Kansas,Hollywood Casino at Kansas Speedway to reopen on 25 May
872,25 May 2020,18 Mar 2020,Jupiter Bingo,Bingo Hall,Open,Texas,Team Bingo announces reopening
873,25 May 2020,17 Mar 2020,Melbourne Greyhound Park and Club 52 Poker Room,Dog Track Racino,Open,Florida,Club 52 Poker Room reopens at Melbourne Greyhound Park
874,25 May 2020,19 Mar 2020,Mr. Bingo  - St. Andrews,Bingo Hall,Open,South Carolina,Mr. Bingo - St. Andrews reopens
875,25 May 2020,17 Mar 2020,Silver Wolf Casino,Indian Casino,Open,Montana,
876,25 May 2020,16 Mar 2020,Strike It Rich Bingo - Dallas,Bingo Hall,Open,Texas,Strike It Rich Bingo - Dallas reopens
877,25 May 2020,17 Mar 2020,The Stables Casino,Indian Casino,Open,Oklahoma,The Stables Casino changes reopening date
878,25 May 2020,24 Mar 2020,VictoryLand,Dog Track,Open,Alabama,VictoryLand casino says it will reopen Monday
879,24 May 2020,18 Mar 2020,Bear River Casino Resort,Indian Casino,Open,California,California casinos approach reopening dates
880,24 May 2020,18 Mar 2020,Bear River Pump and Play,Indian Casino,Open,California,California casinos approach reopening dates
881,24 May 2020,16 Mar 2020,St. Mary's Entertainment Centre,Commercial Casino,Open,New Brunswick,St. Mary's Entertainment Centre reopens
882,24 May 2020,16 Mar 2020,Valley Sands Gaming Centre,Off-Track Betting Facility,Open,New Brunswick,Valley Sands gaming returns
883,23 May 2020,18 Mar 2020,Galley Hall Bingo,Bingo Hall,Open,South Carolina,Galley Hall Bingo reopens
884,23 May 2020,17 Mar 2020,Kansas Star Casino,Commercial Casino,Open,Kansas,Kansas Star Casino to reopen on 23 May
885,23 May 2020,22 Mar 2020,Naples Fort Myers Greyhound Track,Dog Track Racino,Open,Florida,Naples Fort Myers Greyhound Track reopens for poker and simulcast racing on Saturday
886,23 May 2020,14 Mar 2020,T&H Bingo,Commercial Casino,Open,Alaska,T&H Bingo reopens
887,23 May 2020,16 Mar 2020,Terrell Bingo,Bingo Hall,Open,Texas,Terrell Bingo reopens
888,23 May 2020,23 Mar 2020,Tropical Breeze Casino,Casino Cruise,Open,Florida,Tropical Breeze Casino reopens
889,22 May 2020,17 Mar 2020,Agua Caliente Casino Palm Springs,Indian Casino,Open,California,Two Agua Caliente casinos to reopen 22 May
890,22 May 2020,17 Mar 2020,Agua Caliente Resort Casino Spa Rancho Mirage,Indian Casino,Open,California,Two Agua Caliente casinos to reopen 22 May
891,22 May 2020,19 Mar 2020,Alamo Hills Daytime Bingo,Bingo Hall,Open,Texas,Alamo Hills Daytime Bingo reopens
892,22 May 2020,1 Apr 2020,B & L Beach Bingo,Bingo Hall,Open,South Carolina,B & L Beach Bingo is reopening
893,22 May 2020,19 Mar 2020,Bandera Late Night Bingo,Bingo Hall,Open,Texas,Texas governor says bingo halls and simulcast racing can reopen Friday
894,22 May 2020,20 Mar 2020,Beachside Bingo,Bingo Hall,Open,Florida,
895,22 May 2020,17 Mar 2020,"BestBet Poker, Simulcast and Racing - Jacksonville",Dog Track Racino,Open,Florida,BestBet to reopen two Florida locations
896,22 May 2020,19 Mar 2020,"BestBet Poker, Simulcast and Racing - Orange Park",Dog Track Racino,Open,Florida,BestBet to reopen two Florida locations
897,22 May 2020,17 Mar 2020,Big Tex Bingo,Bingo Hall,Open,Texas,Big Tex Bingo reopens
898,22 May 2020,19 Mar 2020,Bingo Barn - Bryan,Bingo Hall,Open,Texas,Bingo Barn - Bryan reopens
899,22 May 2020,16 Mar 2020,Bingo Bills,Bingo Hall,Open,Texas,Bingo Bills reopens
900,22 May 2020,18 Mar 2020,Bingo Bingo,Bingo Hall,Open,Texas,Texas governor says bingo halls and simulcast racing can reopen Friday
901,22 May 2020,20 Mar 2020,Bingo Trail Bingo,Bingo Hall,Open,Florida,Bingo Trail Bingo reopens
902,22 May 2020,17 Mar 2020,Bingo Wonderland,Bingo Hall,Open,Texas,Bingo Wonderland reopens
903,22 May 2020,17 Mar 2020,Boot Hill Casino and Resort,Commercial Casino,Open,Kansas,Two Kansas casinos announce they will reopen on Friday
904,22 May 2020,18 Mar 2020,Brazos Bingo,Bingo Hall,Open,Texas,Brazos Bingo is reopening
905,22 May 2020,19 May 2020,Buckeye Bingo,Bingo Hall,Open,Texas,Texas governor says bingo halls and simulcast racing can reopen Friday
906,22 May 2020,19 Mar 2020,Callaghan Bingo,Bingo Hall,Open,Texas,Texas governor says bingo halls and simulcast racing can reopen Friday
907,22 May 2020,17 Mar 2020,Casino Morongo,Indian Casino,Open,California,Two Southern California casinos begin reopening
908,22 May 2020,17 Mar 2020,Casino Oklahoma,Indian Casino,Open,Oklahoma,Gold River Casino and Casino Oklahoma will reopen Friday
909,22 May 2020,17 Mar 2020,Cedar Hill Bingo,Bingo Hall,Open,Texas,Texas governor says bingo halls and simulcast racing can reopen Friday
910,22 May 2020,19 Mar 2020,Center Stage Alabama,Commercial Casino,Open,Alabama,Center Stage Alabama reopens
911,22 May 2020,20 Mar 2020,Charity 1 Bingo,Bingo Hall,Open,Texas,Texas governor says bingo halls and simulcast racing can reopen Friday
912,22 May 2020,21 Mar 2020,Charity 2 Bingo,Bingo Hall,Open,Texas,Charity 2 Bingo reopens
913,22 May 2020,20 Mar 2020,Charity 3 Bingo,Bingo Hall,Open,Texas,Texas governor says bingo halls and simulcast racing can reopen Friday
914,22 May 2020,19 Mar 2020,Cher-Ae Heights Casino,Indian Casino,Open,California,Cher-Ae Heights Casino to reopen 22 May
915,22 May 2020,19 Mar 2020,Circus Bingo San Antonio,Bingo Hall,Open,Texas,Circus Bingo San Antonio reopens
916,22 May 2020,19 Mar 2020,Clearwater River Casino & Lodge,Indian Casino,Open,Idaho,Clearwater River Casino and Lodge will reopen doors on 22 May
917,22 May 2020,19 Mar 2020,East Plano Bingo,Bingo Hall,Open,Texas,Texas governor says bingo halls and simulcast racing can reopen Friday
918,22 May 2020,13 Mar 2020,Eldorado Gaming Scioto Downs,Horse Track Racino,Open,Ohio,Horse racing can resume in Ohio on 22 May
919,22 May 2020,26 Mar 2020,Evanston Beach Bingo,Bingo Hall,Open,South Carolina,Evanston Beach Bingo reopens
920,22 May 2020,2 May 2020,Family Bingo Center - Houston,Bingo Hall,Open,Texas,Texas governor says bingo halls and simulcast racing can reopen Friday
921,22 May 2020,17 Mar 2020,FireLake Casino,Indian Casino,Open,Oklahoma,Oklahoma sees casinos announce reopening plans
922,22 May 2020,19 Mar 2020,Flamingo Bingo - San Antonio,Bingo Hall,Open,Texas,Flamingo Bingo - San Antonio is reopening
923,22 May 2020,19 Mar 2020,Franklin Bingo,Bingo Hall,Open,Texas,Franklin Bingo reopens
924,22 May 2020,20 Mar 2020,Gold Country Casino & Hotel,Indian Casino,Open,California,Gold Country Casino begins phased reopening on Friday
925,22 May 2020,17 Mar 2020,Gold River Casino,Indian Casino,Open,Oklahoma,Gold River Casino and Casino Oklahoma will reopen Friday
926,22 May 2020,20 Mar 2020,Golden Acorn Casino & Travel Center,Indian Casino,Open,California,Golden Acorn Casino and Travel Center reopens with limited capacity
927,22 May 2020,19 Mar 2020,Golden Bingo,Bingo Hall,Open,Texas,Texas governor says bingo halls and simulcast racing can reopen Friday
928,22 May 2020,25 Mar 2020,Graceville Bingo,Bingo Hall,Open,Florida,Graceville Bingo reopens
929,22 May 2020,16 Mar 2020,Grand Casino Hotel Resort,Indian Casino,Open,Oklahoma,Grand Casino Hotel Resort to reopen on 22 May
930,22 May 2020,18 Mar 2020,Grand Starz,Bingo Hall,Open,Texas,Grand Starz Bingo reopens
931,22 May 2020,1 Apr 2020,Greer Beach Bingo,Bingo Hall,Open,South Carolina,Greer Beach Bingo reopens
932,22 May 2020,19 Mar 2020,Grissom Bingo,Bingo Hall,Open,Texas,Texas governor says bingo halls and simulcast racing can reopen Friday
933,22 May 2020,16 Mar 2020,Harrah's Resort Southern California,Indian Casino,Open,California,Harrah's Resort Southern California to reopen on 22 May
934,22 May 2020,19 Mar 2020,Hilltop Bingo,Bingo Hall,Open,Texas,Hilltop Bingo reopens
935,22 May 2020,20 Mar 2020,Horse Palace - Evanston,Off-Track Betting Facility,Open,Wyoming,Horse Palace - Evanston reopens
936,22 May 2020,20 Mar 2020,Horse Palace - Gillette,Off-Track Betting Facility,Open,Wyoming,Horse Palace - Gillette reopens
937,22 May 2020,20 Mar 2020,Horse Palace - Rock Springs,Off-Track Betting Facility,Open,Wyoming,Horse Palace - Rock Springs reopens
938,22 May 2020,20 Mar 2020,Horse Palace - Sheridan,Off-Track Betting Facility,Open,Wyoming,Horse Palace - Sheridan reopens
939,22 May 2020,19 Mar 2020,I-35 Bingo,Bingo Hall,Open,Texas,I-35 Bingo reopens
940,22 May 2020,19 Mar 2020,Ingram Late Night Bingo,Bingo Hall,Open,Texas,Texas governor says bingo halls and simulcast racing can reopen Friday
941,22 May 2020,16 Mar 2020,Interstate 45 Bingo,Bingo Hall,Open,Texas,Interstate 45 Bingo reopens today
942,22 May 2020,19 Mar 2020,It'se Ye Ye Casino,Indian Casino,Open,Idaho,It'se Ye Ye Casino reopens
943,22 May 2020,19 Mar 2020,Jackpot Bingo,Bingo Hall,Open,Texas,Texas governor says bingo halls and simulcast racing can reopen Friday
944,22 May 2020,16 Mar 2020,Jackpot Bingo - Duncanville,Bingo Hall,Open,Texas,Jackpot Bingo - Duncanville reopens
945,22 May 2020,21 Mar 2020,Jackpot Bingo - Harker Heights,Bingo Hall,Open,Texas,Jackpot Bingo - Harker Heights reopens
946,22 May 2020,17 Mar 2020,Jena Choctaw Pines Casino,Indian Casino,Open,Louisiana,Jena Choctaw Pines Casino to reopen on Friday
947,22 May 2020,17 Mar 2020,Kansas Crossing Casino and Hotel,Commercial Casino,Open,Kansas,Two Kansas casinos announce they will reopen on Friday
948,22 May 2020,2 May 2020,Kings Bingo,Bingo Hall,Open,Texas,Kings Bingo to reopen
949,22 May 2020,16 Mar 2020,Legacy Bingo,Bingo Hall,Open,Florida,
950,22 May 2020,17 Mar 2020,Lone Star Park at Grand Prairie,Horse Track,Racing without Spectators,Texas,Lone Star Park at Grand Prairie reopens without spectators
951,22 May 2020,19 Mar 2020,Lucky Bingo,Bingo Hall,Open,Texas,Texas governor says bingo halls and simulcast racing can reopen Friday
952,22 May 2020,23 Mar 2020,Main Spot Bingo,Bingo Hall,Open,South Carolina,Main Spot Bingo is reopened
953,22 May 2020,19 Mar 2020,Megabucks Bingo,Bingo Hall,Open,Texas,Texas governor says bingo halls and simulcast racing can reopen Friday
954,22 May 2020,17 Mar 2020,Mint Poker,Card Room,Open,Texas,Mint Poker reopens
955,22 May 2020,19 Mar 2020,Mission Bingo,Bingo Hall,Open,Texas,Texas governor says bingo halls and simulcast racing can reopen Friday
956,22 May 2020,17 Mar 2020,Morongo Casino Resort & Spa,Indian Casino,Open,California,Two Southern California casinos begin reopening
957,22 May 2020,19 Mar 2020,Mr. Bingo - Charleston Highway,Bingo Hall,Open,South Carolina,Mr. Bingo - Charleston Highway is reopened
958,22 May 2020,19 Mar 2020,New Braunfels Bingo,Bingo Hall,Open,Texas,Texas governor says bingo halls and simulcast racing can reopen Friday
959,22 May 2020,19 Mar 2020,Noon Bingo,Bingo Hall,Open,Texas,Texas governor says bingo halls and simulcast racing can reopen Friday
960,22 May 2020,21 Mar 2020,North Texas Bingo Hall,Bingo Hall,Open,Texas,Texas governor says bingo halls and simulcast racing can reopen Friday
961,22 May 2020,22 Mar 2020,Northern Waters Casino Resort,Indian Casino,Open,Michigan,Northern Waters Casino Resort begins phased reopening
962,22 May 2020,20 Mar 2020,Ocala Gainesville Poker & Jai-Alai,Jai-Alai,Open,Florida,Ocala Gainesville Poker & Jai-Alai reopens
963,22 May 2020,17 Mar 2020,Odawa Casino Mackinaw,Indian Casino,Open,Michigan,Odawa Casinos in Michigan set reopening dates
964,22 May 2020,20 Mar 2020,Pala Casino Spa and Resort,Indian Casino,Open,California,Pala Casino Spa and Resort to reopen on Friday
965,22 May 2020,19 Mar 2020,Pioneer Bingo,Bingo Hall,Open,Texas,Pioneer Bingo reopens
966,22 May 2020,21 Mar 2020,Playland Bingo,Bingo Hall,Open,Texas,Texas governor says bingo halls and simulcast racing can reopen Friday
967,22 May 2020,19 Mar 2020,Plaza Bingo,Bingo Hall,Open,Texas,Plaza Bingo reopens
968,22 May 2020,19 Mar 2020,Power Bingo,Bingo Hall,Open,Texas,Power Bingo reopens
969,22 May 2020,16 Mar 2020,Ridgewood Bingo,Bingo Hall,Open,Texas,Texas governor says bingo halls and simulcast racing can reopen Friday
970,22 May 2020,25 Mar 2020,Rose's Beach Bingo,Bingo Hall,Open,North Carolina,Rose's Beach Bingo reopens
971,22 May 2020,16 Mar 2020,Ruidoso Downs Race Track and Billy the Kid Casino,Horse Track Racino,Racing without Spectators,New Mexico,Racing resumes this weekend at Ruidoso Downs without spectators
972,22 May 2020,17 Mar 2020,Sarasota Kennel Club,Dog Track Racino,Open,Florida,Sarasota Kennel Club reopens
973,22 May 2020,19 Mar 2020,Seguin Bingo,Bingo Hall,Open,Texas,Texas governor says bingo halls and simulcast racing can reopen Friday
974,22 May 2020,17 Mar 2020,Seven Feathers Casino Resort,Indian Casino,Open,Oregon,Seven Feathers Casino will reopen on Friday
975,22 May 2020,19 Mar 2020,Southeast Bingo,Bingo Hall,Open,Texas,Texas governor says bingo halls and simulcast racing can reopen Friday
976,22 May 2020,19 Mar 2020,Spotlight 29 Casino,Indian Casino,Open,California,Spotlight 29 Casino and Tortoise Rock Casino to reopen doors
977,22 May 2020,18 Mar 2020,Texas Bingoplex Fort Worth,Bingo Hall,Open,Texas,Texas governor says bingo halls and simulcast racing can reopen Friday
978,22 May 2020,17 Mar 2020,Texas Card House,Card Room,Open,Texas,
979,22 May 2020,18 Mar 2020,Three Rivers Casino,Indian Casino,Open,Oregon,Three Rivers Casinos will reopen on 22 May
980,22 May 2020,18 Mar 2020,Three Rivers Casino Resort,Indian Casino,Open,Oregon,Three Rivers Casinos will reopen on 22 May
981,22 May 2020,19 Mar 2020,Tortoise Rock Casino,Indian Casino,Open,California,Spotlight 29 Casino and Tortoise Rock Casino to reopen doors
982,22 May 2020,18 Mar 2020,Town & Country Bingo,Bingo Hall,Open,Texas,
983,22 May 2020,16 Mar 2020,Town East Bingo,Bingo Hall,Open,Texas,Texas governor says bingo halls and simulcast racing can reopen Friday
984,22 May 2020,19 Mar 2020,Unique Bingo,Bingo Hall,Open,Texas,Texas governor says bingo halls and simulcast racing can reopen Friday
985,22 May 2020,20 Mar 2020,Valley View Casino & Hotel,Indian Casino,Open,California,Valley View Casino and Hotel plans to reopen 22 May
986,22 May 2020,21 Mar 2020,Wild Card Bingo,Bingo Hall,Open,Texas,Wild Card Bingo reopens
987,21 May 2020,17 Mar 2020,1st Jackpot Casino,Commercial Casino,Open,Mississippi,Penn National Gaming to reopen Mississippi properties on 21 May
988,21 May 2020,17 Mar 2020,Ameristar Vicksburg,Commercial Casino,Open,Mississippi,Penn National casinos in Mississippi will reopen Thursday
989,21 May 2020,17 Mar 2020,Apache Casino Hotel,Indian Casino,Open,Oklahoma,Oklahoma sees casinos announce reopening plans
990,21 May 2020,17 Mar 2020,BJ's Bingo,Indian Casino,Open,Washington,BJ's Bingo reopens
991,21 May 2020,17 Mar 2020,Boomtown Casino - Biloxi,Commercial Casino,Open,Mississippi,Penn National Gaming to reopen Mississippi properties on 21 May
992,21 May 2020,30 Mar 2020,Carolina Beach Bingo,Bingo Hall,Open,South Carolina,Carolina Beach Bingo reopens
993,21 May 2020,17 Mar 2020,Chinook Winds Casino Resort,Indian Casino,Open,Oregon,Chinook Winds Casino Resort to return on 21 May
994,21 May 2020,17 Mar 2020,Downstream Casino Resort,Indian Casino,Open,Oklahoma,Downstream Casino Resort set to reopen Memorial Day Weekend
995,21 May 2020,23 Mar 2020,Emerald Princess II Casino Cruises,Casino Cruise,Open,Georgia,Emerald Princess II Casino Cruises reopens
996,21 May 2020,25 Mar 2020,First Gold Hotel & Gaming,Commercial Casino,Open,South Dakota,Another Deadwood casino will reopen this week
997,21 May 2020,17 Mar 2020,Fitz Casino & Hotel,Commercial Casino,Open,Mississippi,Mississippi sees several casinos begin reopening today
998,21 May 2020,17 Mar 2020,Golden Nugget - Biloxi,Commercial Casino,Open,Mississippi,Mississippi sees several casinos begin reopening today
999,21 May 2020,17 Mar 2020,Grand Lake Casino,Indian Casino,Open,Oklahoma,Grand Lake Casino to reopen its doors 21 May
1000,21 May 2020,17 Mar 2020,Hard Rock Hotel & Casino - Biloxi,Commercial Casino,Open,Mississippi,Mississippi sees several casinos begin reopening today
1001,21 May 2020,20 Mar 2020,Hard Rock Hotel & Casino Sacramento at Fire Mountain,Indian Casino,Open,California,Hard Rock Hotel and Casino Sacramento to reopen tomorrow
1002,21 May 2020,17 Mar 2020,Harlow's Casino Resort & Spa,Commercial Casino,Open,Mississippi,Mississippi sees several casinos begin reopening today
1003,21 May 2020,17 Mar 2020,Harrah's Gulf Coast,Commercial Casino,Open,Mississippi,Mississippi sees several casinos begin reopening today
1004,21 May 2020,17 Mar 2020,Hollywood Casino - Gulf Coast,Commercial Casino,Open,Mississippi,Penn National casinos in Mississippi will reopen Thursday
1005,21 May 2020,17 Mar 2020,Hollywood Casino - Tunica,Commercial Casino,Open,Mississippi,Penn National Gaming to reopen Mississippi properties on 21 May
1006,21 May 2020,17 Mar 2020,Horseshoe Casino & Hotel - Tunica,Commercial Casino,Open,Mississippi,Mississippi sees several casinos begin reopening today
1007,21 May 2020,17 Mar 2020,Indigo Sky Casino & Resort,Indian Casino,Open,Oklahoma,Indigo Sky Casino will reopen with slots only on Thursday
1008,21 May 2020,17 Mar 2020,IP Casino Resort and Spa,Commercial Casino,Open,Mississippi,IP Casino Resort and Spa to reopen on 21 May
1009,21 May 2020,17 Mar 2020,Island View Casino Resort,Commercial Casino,Open,Mississippi,Mississippi sees several casinos begin reopening today
1010,21 May 2020,17 Mar 2020,Isle of Capri Casino Hotel - Lula,Commercial Casino,Open,Mississippi,Eldorado Resorts reopen three Mississippi casinos
1011,21 May 2020,17 Mar 2020,Lady Luck Casino - Vicksburg,Commercial Casino,Open,Mississippi,Eldorado Resorts reopen three Mississippi casinos
1012,21 May 2020,17 Mar 2020,Magnolia Bluffs Casino,Commercial Casino,Open,Mississippi,Magnolia Bluffs Casino to reopen on 21 May
1013,21 May 2020,19 Mar 2020,Mazatzal Hotel & Casino,Indian Casino,Open,Arizona,Mazatzal Hotel and Casino will open on 21 May
1014,21 May 2020,16 Mar 2020,Neon Boots Bingo,Bingo Hall,Open,Texas,Texas governor says bingo halls and simulcast racing can reopen Friday
1015,21 May 2020,21 Mar 2020,Old Style Saloon 10,Commercial Casino,Open,South Dakota,Deadwood casinos begin to reopen this week
1016,21 May 2020,17 Mar 2020,Palace Casino Resort,Commercial Casino,Open,Mississippi,Mississippi casinos get green light to reopen
1017,21 May 2020,17 Mar 2020,Quapaw Casino,Indian Casino,Open,Oklahoma,Quapaw Casino reopens
1018,21 May 2020,17 Mar 2020,Riverwalk Casino and Hotel,Commercial Casino,Open,Mississippi,Mississippi sees several casinos begin reopening today
1019,21 May 2020,18 Mar 2020,Rolling Hills Casino,Indian Casino,Open,California,Rolling Hills Casino will reopen on Thursday
1020,21 May 2020,17 Mar 2020,Sam's Town Tunica Hotel & Gambling Hall,Commercial Casino,Open,Mississippi,Mississippi casinos get green light to reopen
1021,21 May 2020,17 Mar 2020,Scarlet Pearl Casino Resort,Commercial Casino,Open,Mississippi,Mississippi sees several casinos begin reopening today
1022,21 May 2020,20 Mar 2020,Seminole Hard Rock Hotel & Casino Tampa,Indian Casino,Open,Florida,Seminole Hard Rock Hotel and Casino Tampa set to reopen on Thursday
1023,21 May 2020,17 Mar 2020,Shuffle 512,Card Room,Open,Texas,Shuffle 512 reopens
1024,21 May 2020,18 Mar 2020,Silver Reef Casino Resort,Indian Casino,Open,Washington,Silver Reef Casino Resort reopening
1025,21 May 2020,17 Mar 2020,Silver Slipper Casino,Commercial Casino,Open,Mississippi,Silver Slipper Casino is reopened
1026,21 May 2020,17 Mar 2020,Treasure Bay Casino and Hotel,Commercial Casino,Open,Mississippi,Mississippi sees several casinos begin reopening today
1027,21 May 2020,18 Mar 2020,Triangle Bingo,Bingo Hall,Open,Florida,Triangle Bingo will reopen
1028,21 May 2020,17 Mar 2020,Trop Casino Greenville,Commercial Casino,Open,Mississippi,Eldorado Resorts reopen three Mississippi casinos
1029,21 May 2020,17 Mar 2020,WaterView Casino and Hotel,Commercial Casino,Open,Mississippi,Mississippi sees several casinos begin reopening today
1030,20 May 2020,17 Mar 2020,Coushatta Casino Resort,Indian Casino,Open,Louisiana,Coushatta Casino Resort to reopen on 20 May
1031,20 May 2020,17 Mar 2020,Delta Downs Racetrack Casino & Hotel,Horse Track Racino,Open,Louisiana,Boyd Gaming begins casino and racetrack reopening process
1032,20 May 2020,17 Mar 2020,Evangeline Downs Racetrack Casino Hotel,Horse Track Racino,Open,Louisiana,Boyd Gaming begins casino and racetrack reopening process
1033,20 May 2020,17 Mar 2020,Kickapoo Casino Harrah,Indian Casino,Open,Oklahoma,Kickapoo Casino in Shawnee and Harrah to reopen on 20 May
1034,20 May 2020,17 Mar 2020,Kickapoo Casino Shawnee,Indian Casino,Open,Oklahoma,Kickapoo Casino in Shawnee and Harrah to reopen on 20 May
1035,20 May 2020,17 Mar 2020,Kings & Cards,Card Room,Open,Texas,Kings & Cards has reopened
1036,20 May 2020,18 Mar 2020,Native Lights Casino,Indian Casino,Open,Oklahoma,Native Lights Casino reopens to the public
1037,20 May 2020,17 Mar 2020,Paragon Casino Resort,Indian Casino,Open,Louisiana,Paragon Casino Resort welcomes back guests on 20 May
1038,20 May 2020,17 Mar 2020,Saracen Annex,Commercial Casino,Open,Arkansas,Saracen Annex reopens with strict coronavirus guidelines
1039,20 May 2020,20 Mar 2020,Sycuan Casino Resort,Indian Casino,Open,California,Sycuan Casino Resort reopens
1040,20 May 2020,17 Mar 2020,Treasure Chest Casino,Commercial Casino,Open,Louisiana,Boyd Gaming begins casino and racetrack reopening process
1041,19 May 2020,17 Mar 2020,12 Tribes Resort Casino,Indian Casino,Open,Washington,Four Washington tribal casinos plan to reopen
1042,19 May 2020,17 Mar 2020,Cypress Bayou Casino Hotel,Indian Casino,Open,Louisiana,Cypress Bayou Casino Hotel reopens today
1043,19 May 2020,17 Mar 2020,Mill Bay Casino,Indian Casino,Open,Washington,Four Washington tribal casinos plan to reopen
1044,19 May 2020,19 Mar 2020,Shoshone-Bannock Casino Hotel,Commercial Casino,Open,Idaho,Shoshone-Bannock Casino Hotel to reopen next week
1045,18 May 2020,18 Mar 2020,415 South Casino,Commercial Casino,Open,Louisiana,Casinos in Louisiana begin reopening today
1046,18 May 2020,18 Mar 2020,Airport Truck & Travel Center,Commercial Casino,Open,Louisiana,Casinos in Louisiana begin reopening today
1047,18 May 2020,17 Mar 2020,All Star Bingo,Bingo Hall,Open,Texas,All Star Bingo reopening update
1048,18 May 2020,18 Mar 2020,Atchafalaya Gold Casino,Commercial Casino,Open,Louisiana,Casinos in Louisiana begin reopening today
1049,18 May 2020,18 Mar 2020,Avondale Truck Stop,Commercial Casino,Open,Louisiana,Casinos in Louisiana begin reopening today
1050,18 May 2020,18 Mar 2020,Bayou Casino,Commercial Casino,Open,Louisiana,Casinos in Louisiana begin reopening today
1051,18 May 2020,18 Mar 2020,Beau Chene Truck Plaza,Commercial Casino,Open,Louisiana,Casinos in Louisiana begin reopening today
